case_number,class,class_idx,seed,prompt
8842,748,741,307157928,"an intricately detailed ultra - realistic unreal engine 5 rendering of a portrait of steampunk cyberpunk neon - bordered cyborg zombie frankenstein, concept art, intricate details, eerie, highly detailed, photorealistic, octane render, 8 k uhd art by kilian eng "
8843,304,302,600347912,"Abstract representation of ying Yang concept, by lee madgwick"
8844,842,834,3484567306,"hyper realistic portrait of ( thom ) yorke singer songwriter, side, liminal space, by lee bermejo, alphonse mucha and greg rutkowski "
8845,36,35,2352182502,"a portrait of a cute young female cowboy with a very stylish coat, western setting, vivid colors, soft lighting, atmospheric, cinematic, moody, in the style of Ilya Kuvshinov and Range Murata, Krenz Cushart, rule of thirds, oil on canvas, 8k"
8846,634,630,4015526141,"a beautiful detailed macro photograph of blue velvet cloth, extreme closeup photo. dramatic cinematic lighting, flickr "
8847,116,115,3794271712,"a complex machine that makes bagels, detailed 3 d render, brass and wood mechanisms, clockwork machines, elaborate rube goldberg style "
8848,1361,1350,261849861,technical drawing for a bitcoin atm by leonardo davinci 
8849,419,416,2770199039,"silhouette of Elle Fanning on a castle overlooking a volcano, stormy weather, extremely detailed masterpiece, oil on canvas, low-key neon lighting, artstation, Blade Runner 2049, Roger Deakin’s cinematography, by J. C. Leyendecker and Peter Paul Rubens,"
8850,1188,1178,3481172870,three open portals to different dimensions hyper realism fantasy sci - fi ray tracing octane render god rays 
8851,235,234,3661155357,"overwatch jakarta underground below building, beneath, indonesia, bali, stylized, exterior, architecture, in watercolor gouache detailed paintings, arcane, insanely detail, artstation, 8 k, futuristic, big medium small, props, furniture and decor, empty, no character "
8852,1030,1021,3327516275,"stunning painting of two persons communicate innerly by rik oostenbroek, concept art, masterpiece, character art, surrealism, ulta detailed, sharp focus, cinematic rendered, soft lighting, 8 k hd resolution "
8853,1445,1433,476334658,"a beautiful wooden desk in a cozy calm room, light brown color scheme, photorealist, 4 k "
8854,1953,1935,2878549432,a world inside a glass globe 
8855,1878,1861,114795082,"soft gradient spaceships from a sci - fi movie, fernando botero, james jean, star wars, star trek, "
8856,957,948,1419977413,photo of algorithm 
8857,1422,1410,2532080013,"A combination of Grace Kelly's and Ada Wong's and Ashley Greene's appearances with blonde hair wearing Forerunner armor from Halo, high tech, action shot, angular, full body portrait, futuristic, dramatic, fantasy, intricate, elegant, highly detailed, artstation, matte, sharp focus, 8K, art by Artgerm and Greg Rutkowski and Alphonse Mucha"
8858,1565,1552,3885139221,"an in game portrait of the great fairy from the legend of zelda breath of the wild, breath of the wild art style. "
8859,1745,1728,178334703,"scifi explore journey, highly detailed surrealist painting, by michael divine by yvonne mcgillivray by michael divine by mandy jurgens by michael divine, moody color palette, very very very beautiful, pirate space craft, ufo, alien ship "
8860,867,859,2921775198,"a portrait of an angelic elf woman in a magical forest by krenz cushart, makoto shinkai, kyoto animation, shigenori soejima, pixiv, 1 6 k, octane render "
8861,1751,1734,3970617998,"an amazing realistic painting of adam and eve in the beautiful garden of eden with a beautiful snake, painting by roberto ferri, amazing detail, beautiful art, smooth, elegant, intricate "
8862,780,773,278037405,"highly detailed scary ghost pirate ship spaceship flying in space, horror poster 9 0 s, cosmic horror, abstract, ghostly, arcade, duotone, poltergeist, intricate, photo real, hyperrealism, unreal engine 5, raytracing, art by beeple and mike winkelmann, ultraviolet colors, "
8863,555,551,1401975042,"war in the trenches by otto dix, hyperrealistic, unreal engine, masterpiece, 3 d render, aesthetic "
8864,180,179,1049522559,"skelleton, by Sachin Teng + Karol Bak + Rolf Armstrong"
8865,422,419,393445503,"Acrylic pouring on canvas, Fine Art, Modern Art, depicted in stained glass"
8866,1440,1428,2175342322,"elf side portrait, chiaroscuro! ; by james jean, charlie bowater, tom bagshaw, nikolay makovsky, melanie delon : : enchanting, ethereal, magical, glowing, sparkle, iridescent, character design, dripping paint, hyperrealism, photorealism, digital art, concept art, dark fantasy, weta, wlop, artstation "
8867,574,570,698819507,"fireflies around water inspired by Evgeny Lushpin,flower meadow,spring,cinematic,trending on ArtStation"
8868,1283,1273,3630254241,"achingly beautiful print of an 1 8 th century shipwreck. romanticism, intricate, coherent. "
8869,250,249,458088984,realistic detailed image of ultra mega rainbow realistic detailed female character shinji ikari symmetrical depth perception masterpiece depth of field action horror gothic vivid colors art by yoshitaka amano by yukito kishiro by yoshiyuki sadamoto by artgerm by hajime sorayama 
8870,106,105,290728125,castle in the sky studio ghibli coloring page n 9 
8871,66,65,1245613839,"masterpiece portrait of a beautiful fashion girl with blue hair with boho accessories, in sky blue reflective bikini, symmetrical face, cute - fine face, top lighting, art by krenz and wenjun lin and starember and kuvshinov ilya and kidmo and rossdraws and artgerm,, 8 k realistic hyper detailed, digital painting, artstation, concept art, ray tracing, realistic shaded "
8872,1954,1936,2856079868,"a holographic apple is sitting on the peak of mount everest, clear focus, bokeh effect, high res "
8873,677,670,3672933435,"( thirtyone years old!!! ) [ [ [ lee evans ] ] ] as [ [ [ tristan thorn ] ] ] ( with a hat ) in stardust ( 2 0 0 7 ), colorful pencil drawing by leonardo da vinci, low key lighting, inspired by robert capa "
8874,522,518,848708189,"“Portrait of Idris Elba by Greg Rutkowski, young, manly, attractive, strong, older brother vibes, highly detailed portrait, scifi, digital painting, artstation, concept art, smooth, sharp foccus ilustration, Artstation HQ”"
8875,805,797,158493321,"american flag tiger, 8 k, high definition, highly detailed, photo - realistic "
8876,1868,1851,3267201553,"A painting of spirits over the horizon by Bob Ross, 8K concept art, dreamy, garden, bushes, flowers, golden hour, vintage camera, detailed, award winning photography, cinematic lighting"
8877,360,357,215635656,"highly detailed painting of beautiful farm house on a tall tree, award winning masterpiece art, hyper realistic, concept art, 8 k detail post - processing "
8878,1513,1501,3677480307,baroque oil painting of japanese ln illustration anime key visual closeup | young girl wearing black military crusader armour with flowing blonde hair | gapmoe kuudere symmetrical perfect face fine detail quiet wistful gaze | lotr dynamic studio lighting highlights sharp contrast bokeh | trending pixiv fanbox | by greg rutkowski makoto shinkai takashi takeuchi studio ghibli 
8879,1000,991,1222429496,"Eliezer Nash. Menacing Cyberpunk police trooper wearing a combat vest and cybernetic combat gear. (dystopian, police state, Cyberpunk 2077, bladerunner 2049). Iranian orientalist portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and Nasreddine Dinet, oil on canvas. Cinematic, vivid colors, hyper realism, realistic proportions, dramatic lighting, high detail 4k"
8880,209,208,3866924000,"Alfa Romeo project car, by Pinin Farina, HD"
8881,650,644,1285048133,"3 d shaman profile portrait, sigma 5 0 0 mm f / 5. beautiful intricate highly detailed quetzalcoatl skull and feathers. bioluminescent, plasma, lava, ice, water, wind, creature, thunderstorm! artwork by tooth wu and wlop and beeple and greg rutkowski, 8 k trending on artstation, "
8882,1818,1801,1933829247,"tree of life, starry night, trending on artstation, pixiv, hyperdetailed Unreal Engine 4k 8k ultra HD, Stanley Artgerm Lau, WLOP, Rossdraws, James Jean Marc Simonetti Ruan Jia and Mandy Jurgens and Artgerm and William-Adolphe Bouguerea Sakimichan, yuru camp, illustration, digital art, concept art"
8883,1832,1815,1191552073,"isometric battle map of a western prairie, fft, tactics, pixel art"
8884,658,652,1843075972,"humanoid robot torso, symmetry, faded colors, exotic alien features, cypherpunk background, tim hildebrandt, wayne barlowe, bruce pennington, donato giancola, larry elmore, masterpiece, trending on artstation, featured on pixiv, cinematic composition, beautiful lighting, sharp, details, hyper detailed, 8 k, unreal engine 5 "
8885,579,575,4243954687,"a small spaceship landed on an ice covered planet, gradient sunset in the background retro vintage science fiction art"
8886,1591,1577,1158586452,"architecture by b. v. doshi, poppy thermal imaging forest fisheye rainforest tron alien at night darkacademia made of glass postcyberpunk bioshock magic realism at summer wilderness desert universe nightsky futuristic landscape nightvision nature, archdaily, wallpaper, highly detailed, trending on artstation. "
8887,1216,1206,2876060869,"palm tree, pixel art"
8888,309,307,1248111691,"the two complementary forces that make up all aspects and phenomena of life, by Hajime Isayama"
8889,731,724,422658428,"lovecraft lovecraftian portrait of amazon girl, pixar style by tristan eaton and stanley artgerm and tom bagshaw dali "
8890,460,457,3804053866,"twin peaks poster art, portrait of david bowie lost in the maze, other dimension, this is his fate for the next two years, by michael whelan, rossetti bouguereau, artgerm, retro, nostalgic, old fashioned "
8891,531,527,2916868863,pcb city
8892,48,47,797270079,"view overlooking a small Martian village from a nearby hill, today's featured photography 4k"
8893,1701,1684,2316768741,Rio de Janeiro
8894,338,336,273373951,Highly detailed and intricate 3D rendering and photo composite of technicians in labcoats looking at the gagues inside the art deco inspired control room A of the Battersea Power Station artwork by Thomas Feiner Feinerarts
8895,1970,1952,1208144610,"a large mystic shrine in a field of flowers, hiroshi nagai, john berkey, mad dog jones, breath - taking beautiful flowers, streams, nebula, and mist, an aesthetically pleasing, dynamic, energetic, lively, complex, intricate, detailed, well - designed digital art of magic, streams, flowers, and mist, early morning, light and shadow "
8896,19,18,1100267941,"concept art painting of an anthropomorphic bearded dragon scalie wearing magenta wizard robes, in the deep forest, realistic, detailed, cel shaded, in the style of makoto shinkai and greg rutkowski and james gurney "
8897,1677,1660,2671656372,"clouds in the shape of charlie brown light rays by dan mumford and peter doig and hey arnold, symmetrical, minimal, black ink, thick lines highly detailed, muted colours 8 k "
8898,1320,1310,1544539903,SpongeBob SquarePants committing tax evasion
8899,395,392,4177110705,"a beautiful intricate fine art portrait photo of a   a mechanical industrial steampunk cybernetic Bill Burr, by tom bagshaw and zach sutton, perfection!, milk bath photography,  studio lighting, 35mm lens, very detailed, bionic, cybernetic scifi, deep depth of field, artstation, 8K, highly coherent"
8900,64,63,3630090171,"portrait of a ballerina, impasto paint, 8 k, cinematic light, shadows, reflection highlights in the paint, "
8901,1085,1076,2620936773,"face character study of trey spurance, clear sharp trey spurance face, wearing yellow floral blouse, glasses, character sheet, fine details, concept design, rich vivid pastel colors, ambient lighting, dynamic lighting, by charlie bowater, francis bacon and pixar, trending on artstation, 8 k, 3 6 0 head, turnaround, front view, back view, ultra wide angle "
8902,408,405,3905329919,"Elden Ring and Doom themed dark fantasy matte painting movie poster, golden ratio, trending on cgsociety, intricate, majestic, dark epic fantasy, trending on artstation, by Artgerm, H.R. Giger and Zdizslaw Beksinski, highly detailed, vibrant, cinematic quality character render; low angle; ultra high quality model; production quality cinema model"
8903,945,936,3846171391,"Abbey Lee as Ciri from The Witcher, intricate, elegant, highly detailed, digital painting, single figure, illustration, in the style of Adolfo Hohenstein"
8904,1799,1782,1488224668,"the north sea ( doggerland ) during the last ice ages, in the style of hudson river school of art, oil on canvas "
8905,1620,1605,401675147,"A 3D model of a giant floating head in space of a mark zuckerberg alien, fantasy art, in the style of artgerm, illustration, epic, fantasy, intricate, hyper detailed, artstation, concept art, smooth, sharp focus, ray tracing, vibrant, artgerm, award winning art, ray tracing"
8906,1114,1105,1557906626,"The tower of babel, oil painting, historical art"
8907,1356,1345,2190701320,"a study of cell shaded cartoon of a six legged mechanical wolf on a country road, street lamps, road, illustration, wide shot, subtle colors, post grunge, concept art by josan gonzales and wlop, by james jean, victo ngai, david rubin, mike mignola, laurie greasley, highly detailed, sharp focus, alien, trending on artstation, hq, deviantart, art by artgem "
8908,37,36,2150449920,"Andrew Lincoln   as an Apex Legends character digital illustration portrait design by, Mark Brooks and Brad Kunkle detailed, gorgeous lighting, wide angle action dynamic portrait "
8909,1455,1443,67455519,"ziggurat, photorealist, retrowave, orange color scheme, vivid lighting, sunset, digital art, rendered in unreal engine "
8910,176,175,1921970687,"vintage old group photo of alien mystic club wearing occult robes and masks baroque painting, beautiful detailed intricate insanely detailed octane render, 8K artistic photography, photorealistic, chiaroscuro, Raphael, Caravaggio"
8911,1445,1433,1362113097,chinese fabric blue white flowers print square cloth calico sewing patchwork pillow dust cover handkerchief fabric 
8912,1781,1764,1621461715,peter griffin. latte art. professional food photography. 
8913,510,506,1709323746,"3 d praying mantis, macro, depth of field, f 1. 2 highly detailed "
8914,57,56,10980722,"hyper - action movie still of a shot by james cameron for universal studios of a massive zombie invasion in the streets of seattle, intricate elegant extremely detailed digital painting trending artstation concept art sharp focus illustration art by gustave courbet, greg rutkowski craig mullins caravaggio "
8915,831,823,3148815515,close portrait advertising campaign by yue minjun 
8916,172,171,2753224765,"an extremely high quality hd surrealism painting of a 3d perspective neon complimentary-colors cartoon surrealism melting optical illusion sculpture gallery zaha hadid biological anatomical city by a much more skilled version of kandinskypicasso and salvia dali the fourth, salvador dali's much much much much more talented painter cousin, 8k, ultra realistic, very realistic, blood cells, neurons, gloopy, blobs, photorealistic"
8917,171,170,2869057950,"close-up macro portrait of the face of a beautiful princess with ram goat satan mask, epic angle and pose, ribcage skeleton symmetrical artwork, 3d with depth of field, blurred background, cybernetic jellyfish female face skull phoenix bird, translucent, nautilus, energy flows of water and fire. a highly detailed epic cinematic concept art CG render. made in Maya, Blender and Photoshop, octane render, excellent composition, cinematic dystopian brutalist atmosphere, dynamic dramatic cinematic lighting, aesthetic, very inspirational, arthouse. y Greg Rutkowski, Ilya Kuvshinov, WLOP, Stanley Artgerm Lau, Ruan Jia and Fenghua Zhong"
8918,1195,1185,2616814902,"a high resolution render symetric of ice age movie trailer scene sid, octane render blender 8 k isometric "
8919,478,474,1356895856,"A photograph portrait of Jerma985 with short-medium length hair with bangs wearing late 1960s menswear in the late 1960s, taken in the early 1960s, grainy, taken on a 1960s Kodak Camera, realistic, hyperrealistic, very realistic, highly detailed, very detailed, extremely detailed, detailed, digital art, trending on artstation, colorized photo"
8920,1193,1183,4141391518,"concept art of scifi scientist by jama jurabaev, brush stroke, with accesories, trending on artstation, upper half portrait, symmetry, headpiecehigh quality, extremely detailed "
8921,1381,1370,268334510,"a half body portrait of billie eilish, high detail, cleary see face, by gaston bussiere, bayard wu, greg rutkowski, odd nerdrum, maxim verehin, dan dos santos, masterpiece, sharp focus, cinematic lightning "
8922,627,623,752372287,photo of a room full of Steve Harveys
8923,1031,1022,1576852143,"fantasy dark medieval gothic cityscape on hill, painting, smoking volcano in background, lights, darkness, lanterns, people in the streets, small buildings, city wall, dark fantasy, magic the gathering, blue tint, detailed, sharp focus, hyperrealistic, fantastic artwork, 4 k, artstation, high fantasy, ravnica, volumetric lighting, strong contrast, dark sky, far shot "
8924,774,767,1201403647,New menu item from Chick-Fil-A HD
8925,294,292,834401391,"platform door of ancient building, dream, cloud, tintal effect, super detail, 8 k, volume light, ultragreen, chinese traditional color tone, by hayao miyazaki and lee madgwick, trending on artstation "
8926,420,417,3374126079,"portrait of vivien leigh, 8k, rich vivid colors, cinematic lighting, digital art, illustration, french noveau, alphonse mucha, artstation"
8927,845,837,1951541439,"car crash test, collage paper and tape, acrylic on canvas, expressionism movement, breathtaking detailed, by blake neubert "
8928,1014,1005,4187923242,"Kanye West, League of Legends amazing splashscreen artwork, hd wallpaper, , ultra high details, artstation"
8929,1491,1479,3964932886,"Sonic the hedgehog, beautiful painting, by rossdraws and greg rutkowski,Noelle Stevenson,ambient style,close up,detailed face"
8930,711,704,4133973850,"dynamic pantene lux hair flip, chic graphic street fashion model, color interference, high fashion photograph portrait, isolated background, WLOP, Alexis Franklin, Felipe Pantone"
8931,130,129,3652006812,Plants under volcanic eruption by Maria Sibylla Merian
8932,141,140,1829144678,"painted image of gundam giant robot, four arms, standing in the middle of the tibetan town street, upper body, fantasy intricate elegant extremely detailed digital painting trending artstation concept art sharp focus illustration art by gustave courbet greg rutkowski craig mullins "
8933,1541,1529,1232846352,"stunning Cybernetic anthropomorphic penguin with sharpen teeth ,Gothic art, atmospheric, ominous, eerie, cinematic, Epic, Concept art by John Singer Sargent"
8934,1474,1462,1672691640,"marble greek sculpture head with inlaid crystal eyes. lapis - lazuli, turquoise, malachite, cinnabar, earth brown. painting by piero della francesca, balthus, agnes pelton "
8935,746,739,379299281,"japanese mountain countryside small town, landscape, summer festival night, fireworks, illustration, highly detailed, digital painting, concept art, matte, art by ruan jia and wlop and greg rutkowski and makoto shinkai, masterpiece "
8936,444,441,2996638533,"a green anthropomorphic tyrannosaurus, art by jesper ejsing, adorable and whimsical, oil on canvas, photorealism, ornate detail "
8937,151,150,2786974540,"ancient dinosaur specimen of a paleolithic walrus, on display in a fossil museum "
8938,1061,1052,1068856827,PlayStation 5
8939,1203,1193,3669020397,"a wlop 3 d render of very very very very highly detailed beautiful mystic portrait of a phantom undead mage ape with whirling galaxy around, tattoos by anton pieck, intricate, extremely detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, intimidating lighting, incredible art, "
8940,1428,1416,2642535444,"3d realistic dramatic infrared Polaroid anime photo of two embracing schoolgirls in a subway station in Japan. Close-up portrait. There are pink palm trees and translucent jellyfish flying around. Volumetric composition. Pastel colors, redshift, octane, cinematic, hyper realism, high detail, 8k"
8941,1879,1862,4226863540,"hyperrealism portrait of the powerful empress of the solar system in the style of charlie bowater and in the style of donato giancola. glowing, ornate and intricate linework, sharp focus, depth of field, stunning, dynamic lighting, ultrafine and hyperdetailed. "
8942,1772,1755,289623391,"highly detailed realistic photo of single bonefire in dark night jungle, vibrant colors, award winning masterpiece photography, hyper realistic, concept art, 8 k detail post - processing "
8943,863,855,702947332,"keanu constantine on high stakes arabian adventure, highly detailed, cinematic, 8 k, by stanley artgerm, tom bagshaw, greg rutkowski, carne griffiths, ayami kojima, beksinski, trending on deviantart, hyper - detailed, horror, full of color, "
8944,1581,1568,972890153,"Gal Gadot, in Starfleet uniform, in the role of Captain Kirk in a scene from the Trouble with Tribbles episode of Star Trek"
8945,477,473,4219151791,"Art Nouveau cresting oil slick waves, hyperdetailed bubbles in a shiny iridescent oil slick wave, ammolite, detailed giant opalized ammonite shell, black opal, abalone, paua shell, ornate copper patina medieval ornament, rococo, oganic rippling spirals, octane render, 8k 3D"
8946,1577,1564,1573291976,"isometric anatomy of the terminator, robot, cyborg, t100, diagrams, mystical, intricate ornamental tower floral flourishes, technology meets fantasy, map, infographic, concept art, art station, style of monument valley, giger, wes anderson"
8947,4,3,1312777190,"spectacular exquisite masterpiece tree of life embroidered scene, beautiful elaborate ornate silk ribbon embroidery on velvet, embroidered birds and flowers, jacobean pattern. v & a museum. soft pastel colors. very detailed. very fine handiwork "
8948,1866,1849,939913393,"the most beautiful panoramic landscape, oil painting, where a giant dreamy waterfall creates a river, the trees around are starting to bloom in a great variety of colors, a majestic deer is drinking water from the river and a ray light of the sunset is brightening him, by greg rutkowski "
8949,1333,1322,1957338436,"movie still, video game assets, elegant, watercolor gouache detailed paintings, raytracing, i artstation, simon stalenhag, octane render, cinematic, screenshot, james gurney, ruan jia, comic style "
8950,1512,1500,1137096289,"portrait kylie jenner as a princess of amethyst, glowing, ornate and intricate purple jewelry, jaw dropping beauty, glowing background lighting, purple accent lighting, hyper detailed, fairy tale, 4 k octane render "
8951,1001,992,3687617134,Walter White on the cover of a PS4 game
8952,1268,1258,3971254823,“single line drawing of a horse by Picasso”
8953,1027,1018,2451119241,"ostrich - themed concept car : : beautiful photo, global illumination, hyperrealism, sharp focus "
8954,1685,1668,2126264964,"a beautiful fashion big eye taiwan girl wear flashy kimono and a handsome japan boy wear jinbei in festival | | sunny, dreamlike art, mist, realistic shaded, smile, good looking, fine details, 4 k realistic, cryengine, realistic shaded lighting poster by greg rutkowski, magali villeneuve, artgerm, jeremy lipkin and michael garmash and rob rey "
8955,654,648,656129078,"spectral purple neon dinosaur, spectral neon pink dinosaur, spectral yellow neon dinosaur, green jungle background, detailed, ultrawide landscape "
8956,1112,1103,3888054527,"a minimalistic wallpaper with pencil drawings of many different fish, pastel colors"
8957,1842,1825,1703168908,"highly detailed watercolor, beautiful girl with a magic apple, in the forest, nostalgia for a fairytale, magic realism, vivid colors, by charles vess, anato finnstark, cinematic lighting, beautiful face by leyendecker "
8958,1012,1003,1215758847,"super high quality saul goodman, realistic photorealistic high-resolution saul Goodman, very saul goodman, high def, saul, saul Goodman, better call saul, better call saul Goodman, 8k, 4k, professional, depth of field, sigma art 85mm f1.4, large sensor dslr, professional photo, saul goodman, very very saul goodman"
8959,1403,1392,197875188,"1 9 8 6 movie screencap of a couple with a gun on a rio de janeiro, gucci clothes, sparkes sky, beautiful favela background extremely utra high quality artwork 8 k "
8960,550,546,3413782419,"complex 3 d render of a beautiful, material study, colorful gemstones, detailed, 4 k "
8961,585,581,3405781653,"a painting of a person looking out over a vast landscape. the person is standing on a cliff, and in the distance there is a city. the sky is a deep blue, and the sun is setting "
8962,1778,1761,3002632542,"portrait of ussr, 8 k uhd, unreal engine, octane render in the artstyle of finnian macmanus, john park and greg rutkowski "
8963,547,543,528775500,"close - up digital illustration of rampaging stoic maned lions pouncing mid - jump in a sunny hot savannah landscape, trending on artstation, digital art ( by brad rigney ) ( by greg rutkowski ) ( by artur treffner ) "
8964,422,419,248740639,infinity
8965,810,802,849329472,"the 4 seasons, personified as non-binary muses, incredibly detailed and intricate stained glass panels, from the Vatican, inspired by a blend of Æon Flux, Botticelli, and Masamune Shirow, hyper photorealistic 4k, Arnold render, insanely detailed, super fine inking lines, n 9"
8966,1325,1315,1025833865,"the sky is a bright, orange hue and the stars are constantly shining. the ponies live in a land of beauty and happiness, where they spend their time singing. one day, a new pony named twilight sparkle arrives in this idyllic land. twilight is a magic user and she soon learns that this world is not as it seems. the ponies here are actually creatures of the night, and they live"
8967,317,315,3446076472,"jellyfish growing form tree branch,C4d,8k,futuristic digital art,details"
8968,1105,1096,3748036929,"portrait of Bonnie Wright as a detective, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha"
8969,936,927,31362003,"pixel decollage painting last supper image of armored zombie yakuza alien reptile family in baroque feathered weird clothes in an art nouveau broken rainbow japanese restaurant feasting over pixelated brain and mushrooms salad and roasted human face roasted rainbow flamingo pizza dishes and drinking various blue drinks, smoking and bickering, painted by Mark Rothko, Helen Frankenthaler, Danny Fox and Hilma af Klint, pixelated, neo expressionism, semi naive, pastel colors, cinematic, color field painting, cave painting, voxel, pop art look, outsider art, minimalistic. Bill Traylor painting, part by Philip Guston and Francis Bacon. art by Adrian Ghenie, very coherent symmetrical artwork, cinematic, hyper realism, high detail, octane render, unreal engine, Smooth gradients, depth of field, full body character drawing, extremely detailed, 8k, extreme detail, intricate detail, masterpiece"
8970,1108,1099,124624543,"bright, colorful, realistic, detailed from Elder Scrolls: Shivering isles concept art of The Mad God Sheogorath with a madsmile backlighting, kodachrome, high contrast, highly detailed, sharp focus, digital painting, concept art, illustration, trending on artstation, comic book by Alex Ross and Adam Adamowicz cover art"
8971,236,235,4008449307,"portrait painting of nebula universe, spaceship, science fiction, sharp focus, super resolution, style by edward hopper and james gille ard zzislaw beksinski, highly detailed "
8972,637,633,2099514522,"symmetry! a detailed intricate portrait of the goddess yemoja wearing seashells and using symbiotic octopus technology, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, caustics!!, detailed and intricate environment "
8973,64,63,2386114504,"high fashion photoshoot octane render portrait by wayne barlow and carlo crivelli and glenn fabry, a distinguished sci - fi futuristic cyborg wizard wearing a clear plastic iridescent jacket and holding a magical critter while standing inside a futuristic beautiful boutique hotel lobby, very short depth of field, bokeh "
8974,272,271,758735504,"award winning 5 5 mm close up portrait color photo of super saiyan lionel messi, yellow hair, in a stadium, with lightning, by luis royo. soft light. sony a 7 r iv "
8975,710,703,2648240481,"a python in a jungle environment, dramatic lighting, cinematic, octane render, cgsociety, artstation, 4k"
8976,967,958,2126105555,"mechwarrior 5 : mercenaries mech megaman transformer robot boss tank engine octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart artstation by digital cinematic pixar and disney unreal zbrush central hardmesh "
8977,1829,1812,1554075519,"Young Ernest Borgnine starring as Ben Grimm, The Thing from The Fantastic Four Movie, Color, Modern"
8978,1047,1038,3141158369,"a mike deodato style robot, 1 9 7 0 s sci - fi, ink drawing, smooth, sharp focus, vibrant volumetric natural light in style of josan gonzalez and mike winkelmann and andgreg rutkowski and alphonse muchaand and caspar david friedrich and stephen hickman and james gurney and hiromasa ogura.. "
8979,952,943,1166426760,"overview wide photography of a extraordinary complex colorfull intriguing imaginative sculpture of a mythical creature animal in a museum. smooth colors gradient ( james prosek, ellen jewett, zhelong xu, beth cavener, sayaka ganz, edouard martinet, john o'reilly zhelong xu ) "
8980,1173,1164,3155777764,"Walter White in Pixar artstyle, cgi"
8981,1835,1818,1026761091,"a beautiful photorealistic anime illustration of abandoned unfinished building industrial architecture nature city urbex city hall by cesar pelli, otherworldly neon noir hyperrealism nature lake retrowave neon signs steampunk, archdaily, wallpaper, highly detailed, trending on artstation. "
8982,64,63,1951187924,"orientalism landscape of a richly decorated temple by theodore ralli and nasreddine dinet and anders zorn and nikolay makovsky and edwin longsden long, oil on canvas, masterful intricate artwork, excellent lighting, high detail 8 k "
8983,1716,1699,2480417626,"a highly detailed ( ( ( kanye ) ) ) portrait of a dentist, james gurney, james jean "
8984,1109,1100,4123642747,"Utopia Highway, concept art featured on ArtStation"
8985,886,878,2954937016,"a medieval city nestled within a valley protected by walls, digital art "
8986,1029,1020,2410992556,portrait of a cyborg by alfred stevens 
8987,426,423,4155410687,"portrait of Angelina Jolie in the style of David Lazar, award-winning, detailed, 82 mm sigma art, close up"
8988,453,450,2584220214,"painting of scarlet johansson and natalie portman, by jan van eyck, tom bagshaw, jean delville, william bouguereau, albrecht durer "
8989,162,161,1291351099,“ photorealistic painting of a breakfast table with a steaming cup of coffee and a newspaper. the window behind it shows a colorful neighborhood with sun shining in the window ” 
8990,263,262,3078808818,"gorgeously dressed lady in fantasy world, full body portrait, flat style, rock painting, japanese ukiyo - e, art by yuki ryota and yoshitaka amano and kimio muraoka "
8991,1102,1093,3653754942,"realistic portrait beautiful painting of scene from film Hensel and Gretel : Witch Hunter, when they mutate into a Can Cyborg. Horror, created by Thomas Kinkade."
8992,772,765,2814603007,"Brutal combat Harry Potter vs Luke Skywalker. Film still. Harry Potter on the left side and Luke Skywalker with red light saber on the right side in Hogwarts near a broken X-wing ship, high detail"
8993,1504,1492,3434143965,"a photo of a mcdonalds located in the middle of antarctica, realistic, detailed "
8994,913,904,335477323,portrait landscape skeletons by finlay von discord 
8995,1158,1149,2274881236,"Portrait of Christy Ren, D&D, fantasy, portrait, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve"
8996,208,207,1403036845,"a beautiful ultradetailed vintage couples portrait photo of old cyborg standing next to a cyborg sitting on a chair, by tom bagshaw and anna dittman, couples portrait, vignette, 35mm lens, golden ratio composition, detailed faces, studio photography, very detailed, humanoids, artstation, 8k, highly coherent"
8997,635,631,756249394,"dreamlike low quality photograph of a surreal dream, liminal space, 3 5 mm, "
8998,237,236,1405853055,"gandalf taking a selfie, bokeh, depth of field, hyperdetailed oil painting by, hugo pratt, moebius, jean - michel charlier, intricate linework, incredibly detailed faces, extremely sharp focus, rule of thirds "
8999,1258,1248,1743402635,"glamorous jill valentine digimon , very detailed face, studio lighting, portrait by Magali Villeneuve and Steve Argyle,Livia Prima,Mucha,fantasy art,beautiful,artstation,trending on artstation,alluring,masterpiece"
9000,87,86,461405077,"connor mcgregor as anime character, studio ghibli, intricate, highly detailed, digital painting, artstation, official media, anime key visual, concept art, rich vivid colors, ambient lighting, sharp focus, illustration, art by Artgerm, Makoto Shinkai, Ilya Kuvshinov, Lois Van Baarle, and Rossdraws,"
9001,434,431,4245725687,american traditional gnome tattoo
9002,1808,1791,617044367,"A full portrait photo of real-life zoro one piece, f/22, 35mm, 2700K, lighting, perfect faces."
